"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Hong Kong SAR, China","HKG","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","933506626.081146","1069453209.10205","1195293069.52745","1319462489.32774","1456067411.55945","1543106457.24258","1747703143.25064","1863592866.46368","1950830717.6546","2202474727.58304","2517395094.83","2963143149.5244","3616832701.10256","5268823472.2627","6121313299.94435","6578051548.06289","7531805578.2091","9646289146.28914","11823558297.9269","13642832870.2501","17329434697.8558","18557243304.1705","19766388243.6284","19180752078.4011","20374520337.6823","21939210350.67","24844617021.0039","28975545952.3229","33798616448.8855","38305491096.0397","44199080849.3158","52620058678.1964","61519391261.6593","70440301980.454","81380880906.7854","89921145841.4126","98290084429.1015","108386096795.443","103755697003.344","99864776023.2034","100667804702.742","100989126532.287","96526561438.1515","92844429033.7494","99055341551.1043","104361925089.684","111832307731.919","125922013997.488","131823342066.061","130758662504.193","140327704268.136","157297276464.543","169533417564.85","182189014956.163","193803020337.628","205512397120.669","212522577071.229","228733639583.226",
"Honduras","HND","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","257350000","270350000","286750000","311650000","349550000","380900000","412800000","432550000","470550000","483650000","533800000","524500000","570000000","653500000","766000000","873000000","975000000","1150000000","1288000000","1485000000","1780500000","2036000000","2155000000","2342000000","2513000000","2706000000","2803000000","2958000000","2680257510.72961","2491724137.93103","2037694552.52918","2072902364.2485","2277233125.37514","2258559567.83966","2154171819.9981","2483733055.2659","2599831081.08108","3013384030.41825","3466026587.88774","3705087108.01394","5025788748.06018","5484605112.67435","5699311980.44893","6012282981.65817","6486114505.76548","7286169977.57635","8421543895.0555","9548496617.98172","11020409986.3898","11457795936.5126","12373340178.1414","13749787229.5436","14566561721.2417","15156609576.5901","15871111915.8344","16260922661.9033","16820582439.238","17847865423.9987",
"Heavily indebted poor countries (HIPC)","HPC","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","14137668145.5135","14730934725.0666","16216760694.4102","18347838077.5187","15822376990.0608","18849703036.7132","21187467902.0586","19953714966.3794","20414045826.4266","22444032487.74","23380635034.251","26034528480.5909","27735001765.3669","33257693426.4279","40196736487.9935","47608716397.336","51202968377.0147","59821953119.6657","68735894575.3078","78965592956.4663","87135888999.8289","88233154171.2266","86550018954.4876","80122032012.7308","79547889875.2499","83142536220.3599","96075761452.2855","105921552621.664","105606897498.443","102945461775.005","106121443144.055","106733542500.798","98582306949.8562","104863598201.444","89855995382.9435","103708855191.076","106968799555.566","112822967154.508","118346663901.744","117982051759.762","126743017423.561","117860950969.316","129569828438.292","144659991240.473","163536016309.424","188561965475.411","220785969358.169","262418072424.039","313336036121.184","318526422198.364","342053239811.016","372233026011.623","403683868433.224","442295966432.232","457338673442.662","461183808958.793","471912198349.283","513429005867.423",
"Croatia","HRV","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14887382159.5167","15136763571.4549","15632597880.0766","15893100183.8669","14330435634.2365","13404454812.3271","14492305268.8365","16965691413.5447","21167207770.3207","24975044860.2158","27199583086.8016","29600011737.8937","35231310375.6875","40979193796.8782","36619279749.1617","35169831629.6835","37166161492.5429","33981865972.6852","34870106329.6464","33886858929.7519","28578352478.0193","29431269644.4314","31616948217.0355",
"Haiti","HTI","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2643057492.02567","1670920025.73834","1730823811.8021","2123546893.01556","2637733802.11643","2404819117.90371","2824632602.97009","3142357139.90152","3456421383.45919","3452768997.11539","3274315857.50196","3156501220.44438","2827020907.38754","3365606596.29211","4141101990.56023","4547962054.2069","5302283434.67077","6182414951.94243","6076381245.00707","7705785470.45865","7994363627.78946","7752737732.75418","7964098832.93565","8132911574.29091","7494668668.43366","7047072434.69763","7398508586.22791",
"Hungary","HUN","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19091003797.4175","22369635651.1028","23986869331.5436","25094586797.0172","25058007408.7214","24759480552.1508","24347301664.1219","25276781853.8752","26642921780.6092","25697025152.8107","29004364937.3882","36890286442.4678","48004210306.6917","57165608362.7873","61900166597.7729","61573083321.4506","76039608813.1406","84702570922.7584","70038494289.6101","68770113772.527","74313023799.4579","68864980286.9041","70729730213.0133","70533484282.8583","60720775419.9744","62764371218.49","68967533098.5061",
"IBRD only","IBD","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","196645764064.261","202181767251.179","215822886628.582","225570712069.642","250045442344.684","265052703108.972","269086490444.098","286441469805.614","301439114171.467","327807811918.418","349549882020.373","382413972082.576","428689427581.219","537988109282.164","666163911457.774","711991404328.167","767929903662.266","874042505813.537","952739866226.559","1125493900130.84","1337398744532.16","1494107257252.41","1487432924710.65","1450766642292.17","1492363979360.62","1552432917583.15","1643828431878.54","1638438021306.75","1761466361963.41","1772446634442.62","2061324632291.49","2250822432104.03","2213427888975.19","2382557753780.68","2629938106474.36","2939737042986.86","3230431650173.72","3423599466927.84","3343846136532.62","3236980718242.53","3461689512297.37","3497853086575.79","3499949863851.77","3864853689527.12","4462214784136.07","5249363197529.53","6061032727482.07","7433146786982.02","8738821576973.43","8623150362586","10215257428577.8","11997255050853.3","12806203164241.8","13631867790614.4","14188881104699.1","13396837598530.3","13559007817337.1","14731722410866.5",
"IDA & IBRD total","IBT","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","227330260467.117","234504631572.896","250334016094.954","263462573864.986","286751197421.687","306154941795.568","312892827587.848","330325644602.026","346937372159.727","378170314947.558","403074129167.449","441226037682.736","490457957503.531","607822605347.101","753617562419.272","813489379435.002","876809205249.491","997735115035.87","1094486629377.27","1290092019384.95","1527830591587.78","1700063276492.71","1685840539919.56","1631350750771.88","1670560902964.11","1735562429885.83","1831583113807.2","1842390837337.66","1973081551103.46","1980813474344.1","2287744747022.96","2480086043675.04","2439912436814.83","2605434193706.49","2841988358756.06","3187404923373.88","3506186545793.61","3710405084285.67","3632556067689.56","3528939936101.25","3769720625504.14","3809502100185.91","3835892176630.69","4240926305290.93","4892940162530","5753946326231.34","6648193667270.73","8138312570181.79","9559197718272.23","9443722209108.84","11225471117669.8","13139730015832.1","14022501418759","15024348925940.1","15669548553864.1","14878549884612.9","15011265383353.3","16307022893014.7",
"IDA total","IDA","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","217935973936.349","210204675032.943","191982618732.113","189862144662.328","195266983296.897","200598263272.959","216711665402.593","224879545130.77","220490539686.266","235720258813.916","236825078635.673","234056123866.987","228322028154.519","213370491502.776","250405270085.099","279208005355.446","289792254921.528","292672088253.338","297313439295.714","313246287908.017","316963753005.59","343977471015.309","385442619431.638","441205576711.268","516688522271.682","601628237341.039","721391739175.344","838275875991.499","839707286120.396","1037962712708.57","1159241487807.42","1234020186719.59","1416673789879.36","1507350821432.69","1508935140920.1","1478658983095.91","",
"IDA blend","IDB","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","87186982335.5284","82998279956.9151","71945161395.7894","69579224948.2464","70031213381.045","67265877603.1129","73084234040.4287","78689544022.0308","76282838694.7407","81626669700.2827","81742031559.4355","86920436354.0346","77846260889.2525","77824729743.6439","93577012846.1769","108937753207.612","112066656282.719","108772348991.396","111898382450.807","114739407340.879","123292792383.218","136609719193.963","155909564820.443","182898174139.075","219623484513.131","260472578801.314","320526897208.397","361438235749.473","352501550522.797","488676290832.055","559075275009.047","586444661164.147","708786460085.799","763566999138.864","752800573702.299","715223208249.808","",
"Indonesia","IDN","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","5254608071.28743","6258690916.04236","7239263803.68098","7375342465.75342","7199938750.75335","8196626506.0241","11543855421.6867","17490602409.6386","21071084337.3494","25213975903.6145","30020240963.8554","34350187579.0357","31319134716.5001","43864974606.2422","56287196799.9268","63001271622.6893","49204077513.0245","52503170825.1506","51505881848.6209","51143647863.1014","47066460534.1639","53225545826.0083","56627457081.6707","67388496942.9577","74896533640.4556","80452086781.7451","92452872768.297","105574129353.234","124466951682.516","141781326047.048","133076708201.634","64694378233.3777","103522314704.65","101736066245.604","101322506471.589","132310082252.202","159969308158.549","171486082504.397","183992161275.142","228472902350.893","274642139809.649","309306990309.531","316748382750.137","424492611565.906","494913452511.035","517579926062.883","518582560789.161","509003681558.142","494560912117.703","538722584305.041","581991614738.653",
"IDA only","IDX","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","128543702906.976","122663849868.863","123450838774.338","129007705070.176","138779447027.856","149376504628.534","151224986121.669","149435333581.246","159657310711.961","160763057264.893","150859670092.823","156209759222.31","139510362325.096","160951388551.301","173720868514.148","181556658216.956","188844525990.636","190096366614.498","204209089200.19","197781965964.603","211181160720.799","233245673207.36","261679865610.339","300015046676.522","343718063276.299","402536070809.894","481616552300.004","494451761678.834","544615361864.768","596648664993.732","644506277158.48","701574912698.242","736470980308.264","749567486756.614","758469187635.605","832061910642.429",
"Isle of Man","IMN","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","31832147438.3788","33287537567.0443","35061844632.9711","38932027084.9592","45828454545.7748","48377031499.8795","38325770552.9066","42625266199.7328","42648897479.3735","46136937085.8388","48950700114.3997","53214275093.0233","56456256870.9969","66905436767.2547","79915381334.0262","75338376239.5323","75837008834.3219","91153384217.671","103442857620.578","114140889008.505","142758857763.626","145007783876.601","148468580746.579","162300031158.777","155805962937.94","167050859790.916","179343149038.642","196307623202.574","204771033487.074","198723160911.53","211994551233.937","178237395718.539","186570016166.055","179999207023.893","208937781095.928","225974519844.348","249724350373.77","261722918362.327","264783624027.535","289247119101.896","294027030370.174","306664843649.5","319620912760.499","368056254413.329","407492673912.594","464282761635.04","522595734196.583","673700130813.337","674598744877.411","746351899537.125","913968324769.421","1024685657804.09","1031901767083.67","1070321691056.08","1185298233319.53","1235899625384.02","1342572811875.21","1528691274915.91",
